Date,Barcode,OnPromotion,Quantity,ReturnedQuantity,Discount,Increase,TotalValue,UnitValue,CostValue,Holiday
2019-03-18,7894900014211,0,4.0,0.0,0.0,0.0,18.76,4.69,3.197,0
2019-03-19,7894900014211,0,13.0,0.0,0.0,0.0,60.97,4.69,3.197,0
2019-03-20,7894900014211,0,7.0,0.0,0.384,0.0,32.83,4.69,3.197,0
2019-03-21,7894900014211,0,21.0,0.0,0.32,0.0,98.49,4.69,3.199,0
2019-03-22,7894900014211,1,41.0,0.0,0.0,0.0,163.59,3.99,3.2,0
2019-03-23,7894900014211,1,127.0,0.0,0.077,0.0,506.73,3.99,3.2,0
2019-03-24,7894900014211,0,15.0,0.0,0.256,0.0,70.35,4.69,3.2,0
2019-03-25,7894900014211,0,7.0,0.0,0.32,0.0,32.83,4.69,3.2,0
2019-03-26,7894900014211,0,8.0,0.0,0.0,0.0,37.52,4.69,3.2,0
2019-03-27,7894900014211,0,18.0,0.0,0.391,0.0,84.42,4.69,3.2,0
2019-03-28,7894900014211,0,12.0,0.0,0.583,0.0,56.28,4.69,3.2,0
2019-03-29,7894900014211,0,41.0,0.0,0.295,0.0,192.29,4.69,3.197,0
2019-03-30,7894900014211,0,79.0,0.0,0.451,0.0,370.51,4.69,3.197,0
2019-03-31,7894900014211,0,26.0,0.0,0.326,0.0,121.94,4.69,3.197,0
2019-04-01,7894900014211,0,16.0,0.0,0.226,0.0,75.04,4.69,3.197,0
2019-04-02,7894900014211,0,18.0,0.0,0.512,0.0,84.42,4.69,3.197,0
2019-04-03,7894900014211,0,20.0,0.0,1.214,0.0,92.0,4.6,3.197,0
2019-04-04,7894900014211,0,18.0,0.0,0.452,0.0,84.42,4.69,3.197,0
2019-04-05,7894900014211,0,48.0,0.0,0.216,0.0,225.12,4.69,3.197,0
2019-04-06,7894900014211,0,160.0,0.0,0.388,0.0,750.4,4.69,3.197,0
2019-04-07,7894900014211,0,21.0,0.0,0.539,0.0,98.49,4.69,3.197,0
2019-04-08,7894900014211,0,11.0,0.0,0.0,0.0,51.59,4.69,3.197,0
2019-04-09,7894900014211,0,20.0,0.0,0.443,0.0,93.8,4.69,3.197,0
2019-04-10,7894900014211,0,14.0,0.0,0.213,0.0,65.66,4.69,3.197,0
2019-04-11,7894900014211,0,9.0,0.0,0.549,0.0,42.21,4.69,3.142,0
2019-04-12,7894900014211,0,12.0,0.0,0.349,0.0,56.28,4.69,3.142,0
2019-04-13,7894900014211,0,61.0,0.0,0.413,0.0,286.09,4.69,3.142,0
2019-04-14,7894900014211,0,25.0,0.0,0.581,0.0,117.25,4.69,3.142,0
2019-04-15,7894900014211,0,22.0,0.0,0.686,0.0,103.18,4.69,3.142,0
2019-04-16,7894900014211,0,34.0,0.0,0.433,0.0,159.46,4.69,3.142,0
2019-04-17,7894900014211,0,24.0,0.0,0.519,0.0,112.56,4.69,3.142,0
2019-04-18,7894900014211,0,60.0,0.0,0.135,0.0,281.4,4.69,3.142,0
2019-04-19,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,0
2019-04-20,7894900014211,0,123.0,0.0,0.221,0.0,576.87,4.69,3.142,0
2019-04-21,7894900014211,0,11.0,0.0,0.524,0.0,51.59,4.69,3.142,1
2019-04-22,7894900014211,0,5.0,0.0,0.384,0.0,23.45,4.69,3.142,0
2019-04-23,7894900014211,0,4.0,0.0,0.48,0.0,18.76,4.69,3.142,0
2019-04-24,7894900014211,0,14.0,0.0,0.0,0.0,65.66,4.69,3.142,0
2019-04-25,7894900014211,0,15.0,0.0,0.16,0.0,70.35,4.69,3.142,0
2019-04-26,7894900014211,0,28.0,0.0,0.408,0.0,131.32,4.69,3.142,0
2019-04-27,7894900014211,0,41.0,0.0,0.442,0.0,192.29,4.69,3.142,0
2019-04-28,7894900014211,0,25.0,0.0,0.389,0.0,117.25,4.69,3.142,0
2019-04-29,7894900014211,0,18.0,0.0,0.169,0.0,84.42,4.69,3.142,0
2019-04-30,7894900014211,0,17.0,0.0,0.0,0.0,79.73,4.69,3.142,0
2019-05-01,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,1
2019-05-02,7894900014211,0,15.0,0.0,0.64,0.0,70.35,4.69,3.142,0
2019-05-03,7894900014211,1,67.0,0.0,0.109,0.0,267.33,3.99,3.14,0
2019-05-04,7894900014211,1,146.0,0.0,0.045,0.0,582.54,3.99,3.14,0
2019-05-05,7894900014211,0,34.0,0.0,0.292,0.0,159.46,4.69,3.14,0
2019-05-06,7894900014211,0,25.0,0.0,0.367,0.0,117.25,4.69,3.14,0
2019-05-07,7894900014211,0,16.0,0.0,0.0,0.0,75.04,4.69,3.14,0
2019-05-08,7894900014211,0,25.0,0.0,0.208,0.0,117.25,4.69,3.14,0
2019-05-09,7894900014211,0,17.0,0.0,0.815,0.0,79.73,4.69,3.049,0
2019-05-10,7894900014211,0,32.0,0.0,0.542,0.0,150.08,4.69,3.049,0
2019-05-11,7894900014211,0,46.0,0.0,0.335,0.0,215.74,4.69,3.049,0
2019-05-12,7894900014211,0,14.0,0.0,0.708,0.0,65.66,4.69,3.049,0
2019-05-13,7894900014211,0,3.0,0.0,0.96,0.0,13.935,4.645,3.049,0
2019-05-14,7894900014211,0,9.0,0.0,0.0,0.0,42.21,4.69,3.049,0
2019-05-15,7894900014211,0,11.0,0.0,0.274,0.0,51.59,4.69,3.049,0
2019-05-16,7894900014211,0,13.0,0.0,0.0,0.0,60.97,4.69,3.05,0
2019-05-17,7894900014211,1,16.0,0.0,0.0,0.0,63.84,3.99,3.05,0
2019-05-18,7894900014211,1,96.0,0.0,0.035,0.0,383.04,3.99,3.05,0
2019-05-19,7894900014211,0,18.0,0.0,0.903,0.0,84.42,4.69,3.05,0
2019-05-20,7894900014211,0,9.0,0.0,0.284,0.0,42.21,4.69,3.05,0
2019-05-21,7894900014211,0,11.0,0.0,0.192,0.0,51.59,4.69,3.05,0
2019-05-22,7894900014211,0,9.0,0.0,1.067,0.0,41.4,4.6,3.05,0
2019-05-23,7894900014211,0,3.0,0.0,1.28,0.0,13.8,4.6,3.05,0
2019-05-24,7894900014211,0,9.0,0.0,0.29,0.0,42.21,4.69,3.142,0
2019-05-25,7894900014211,0,49.0,0.0,0.24,0.0,229.81,4.69,3.142,0
2019-05-26,7894900014211,0,21.0,0.0,0.403,0.0,98.49,4.69,3.142,0
2019-05-27,7894900014211,0,5.0,0.0,0.0,0.0,23.45,4.69,3.142,0
2019-05-28,7894900014211,0,3.0,0.0,0.0,0.0,14.07,4.69,3.142,0
2019-05-29,7894900014211,0,8.0,0.0,0.48,0.0,37.52,4.69,3.142,0
2019-05-30,7894900014211,0,5.0,0.0,0.0,0.0,23.45,4.69,3.142,0
2019-05-31,7894900014211,0,22.0,0.0,0.281,0.0,103.18,4.69,3.142,0
2019-06-01,7894900014211,0,65.0,0.0,0.266,0.0,304.85,4.69,3.142,0
2019-06-02,7894900014211,0,20.0,0.0,0.208,0.0,93.8,4.69,3.142,0
2019-06-03,7894900014211,0,16.0,0.0,0.0,0.0,75.04,4.69,3.142,0
2019-06-04,7894900014211,0,11.0,0.0,0.427,0.0,51.59,4.69,3.142,0
2019-06-05,7894900014211,0,17.0,0.0,0.384,0.0,79.73,4.69,3.142,0
2019-06-06,7894900014211,0,21.0,0.0,0.527,0.0,98.49,4.69,3.142,0
2019-06-07,7894900014211,1,50.0,0.0,0.102,0.0,199.5,3.99,3.14,0
2019-06-08,7894900014211,1,93.0,0.0,0.0,0.0,371.07,3.99,3.14,0
2019-06-09,7894900014211,0,30.0,0.0,0.085,0.0,140.7,4.69,3.14,0
2019-06-10,7894900014211,0,14.0,0.0,0.175,0.0,65.66,4.69,3.14,0
2019-06-11,7894900014211,0,4.0,0.0,0.677,0.0,18.76,4.69,3.14,0
2019-06-12,7894900014211,0,11.0,0.0,0.384,0.0,51.59,4.69,3.14,0
2019-06-13,7894900014211,0,19.0,0.0,0.0,0.0,89.11,4.69,3.14,0
2019-06-14,7894900014211,0,19.0,0.0,0.263,0.0,89.11,4.69,3.142,0
2019-06-15,7894900014211,0,85.0,0.0,0.319,0.0,398.65,4.69,3.142,0
2019-06-16,7894900014211,0,18.0,0.0,0.614,0.0,84.42,4.69,3.142,0
2019-06-17,7894900014211,0,18.0,0.0,0.0,0.0,84.42,4.69,3.142,0
2019-06-18,7894900014211,0,15.0,0.0,0.434,0.0,70.35,4.69,3.142,0
2019-06-19,7894900014211,0,28.0,0.0,0.668,0.0,131.32,4.69,3.142,0
2019-06-20,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,0
2019-06-21,7894900014211,0,58.0,0.0,0.242,0.0,272.02,4.69,3.142,0
2019-06-22,7894900014211,0,73.0,0.0,0.444,0.0,342.37,4.69,3.142,0
2019-06-23,7894900014211,0,37.0,0.0,0.189,0.0,173.53,4.69,3.142,0
2019-06-24,7894900014211,0,7.0,0.0,0.0,0.0,32.83,4.69,3.142,0
2019-06-25,7894900014211,0,13.0,0.0,0.254,0.0,60.97,4.69,3.142,0
2019-06-26,7894900014211,0,5.0,0.0,0.0,0.0,23.45,4.69,3.142,0
2019-06-27,7894900014211,0,8.0,0.0,0.0,0.0,37.52,4.69,3.142,0
2019-06-28,7894900014211,0,24.0,0.0,0.616,0.0,112.56,4.69,3.142,0
2019-06-29,7894900014211,0,64.0,0.0,0.266,0.0,300.16,4.69,3.142,0
2019-06-30,7894900014211,0,28.0,0.0,0.312,0.0,131.32,4.69,3.142,0
2019-07-01,7894900014211,0,6.0,0.0,0.0,0.0,28.14,4.69,3.142,0
2019-07-02,7894900014211,0,15.0,0.0,0.524,0.0,70.35,4.69,3.142,0
2019-07-03,7894900014211,0,2.0,0.0,0.96,0.0,9.29,4.645,3.142,0
2019-07-04,7894900014211,0,15.0,0.0,0.0,0.0,70.35,4.69,3.142,0
2019-07-05,7894900014211,0,29.0,0.0,0.448,0.0,136.01,4.69,3.142,0
2019-07-06,7894900014211,0,59.0,0.0,0.546,0.0,276.71,4.69,3.142,0
2019-07-07,7894900014211,0,17.0,0.0,0.24,0.0,79.73,4.69,3.142,0
2019-07-08,7894900014211,0,2.0,0.0,0.0,0.0,9.38,4.69,3.142,0
2019-07-09,7894900014211,0,11.0,0.0,0.0,0.0,51.59,4.69,3.142,0
2019-07-10,7894900014211,0,37.0,0.0,0.167,0.0,173.53,4.69,3.142,0
2019-07-11,7894900014211,0,22.0,0.0,0.303,0.0,103.18,4.69,3.142,0
2019-07-12,7894900014211,0,42.0,0.0,0.39,0.0,196.98,4.69,3.142,0
2019-07-13,7894900014211,0,56.0,0.0,0.274,0.0,262.64,4.69,3.142,0
2019-07-14,7894900014211,0,24.0,0.0,0.226,0.0,112.56,4.69,3.142,0
2019-07-15,7894900014211,0,10.0,0.0,0.0,0.0,46.9,4.69,3.142,0
2019-07-16,7894900014211,0,11.0,0.0,0.213,0.0,51.59,4.69,3.142,0
2019-07-17,7894900014211,0,18.0,0.0,0.137,0.0,84.42,4.69,3.142,0
2019-07-18,7894900014211,0,19.0,0.0,0.584,0.0,89.11,4.69,3.14,0
2019-07-19,7894900014211,0,20.0,0.0,0.142,0.0,93.8,4.69,3.14,0
2019-07-20,7894900014211,0,64.0,0.0,0.264,0.0,300.16,4.69,3.14,0
2019-07-21,7894900014211,0,25.0,0.0,0.247,0.0,117.25,4.69,3.14,0
2019-07-22,7894900014211,0,17.0,0.0,0.221,0.0,79.73,4.69,3.14,0
2019-07-23,7894900014211,0,16.0,0.0,0.0,0.0,75.04,4.69,3.14,0
2019-07-24,7894900014211,0,32.0,0.0,0.236,0.0,150.08,4.69,3.14,0
2019-07-25,7894900014211,0,16.0,0.0,0.175,0.0,75.04,4.69,3.142,0
2019-07-26,7894900014211,0,14.0,0.0,0.295,0.0,65.66,4.69,3.142,0
2019-07-27,7894900014211,0,63.0,0.0,0.381,0.0,295.47,4.69,3.142,0
2019-07-28,7894900014211,0,21.0,0.0,0.0,0.0,98.49,4.69,3.142,0
2019-07-29,7894900014211,0,16.0,0.0,0.0,0.0,75.04,4.69,3.142,0
2019-07-30,7894900014211,0,8.0,0.0,0.0,0.0,37.52,4.69,3.142,0
2019-07-31,7894900014211,0,16.0,0.0,0.456,0.0,75.04,4.69,3.142,0
2019-08-01,7894900014211,0,23.0,0.0,0.616,0.0,107.87,4.69,3.142,0
2019-08-02,7894900014211,0,45.0,0.0,0.729,0.0,211.05,4.69,3.142,0
2019-08-03,7894900014211,0,47.0,0.0,0.492,0.0,220.43,4.69,3.142,0
2019-08-04,7894900014211,0,16.0,0.0,0.164,0.0,75.04,4.69,3.142,0
2019-08-05,7894900014211,0,9.0,0.0,0.0,0.0,42.21,4.69,3.142,0
2019-08-06,7894900014211,0,22.0,0.0,0.107,0.0,103.18,4.69,3.142,0
2019-08-07,7894900014211,0,25.0,0.0,0.271,0.0,117.25,4.69,3.142,0
2019-08-08,7894900014211,0,24.0,0.0,0.206,0.0,112.56,4.69,3.142,0
2019-08-09,7894900014211,0,29.0,0.0,0.148,0.0,136.01,4.69,3.142,0
2019-08-10,7894900014211,0,92.0,0.0,0.33,0.0,431.48,4.69,3.142,0
2019-08-11,7894900014211,0,19.0,0.0,0.226,0.0,89.11,4.69,3.142,0
2019-08-12,7894900014211,0,23.0,0.0,0.127,0.0,107.87,4.69,3.142,0
2019-08-13,7894900014211,0,12.0,0.0,0.16,0.0,56.28,4.69,3.142,0
2019-08-14,7894900014211,0,15.0,0.0,0.349,0.0,70.35,4.69,3.142,0
2019-08-15,7894900014211,0,21.0,0.0,0.511,0.0,98.49,4.69,3.142,0
2019-08-16,7894900014211,0,23.0,0.0,0.436,0.0,107.87,4.69,3.142,0
2019-08-17,7894900014211,0,58.0,0.0,0.402,0.0,272.02,4.69,3.142,0
2019-08-18,7894900014211,0,18.0,0.0,0.226,0.0,84.42,4.69,3.142,0
2019-08-19,7894900014211,0,10.0,0.0,0.24,0.0,46.9,4.69,3.142,0
2019-08-20,7894900014211,0,9.0,0.0,0.213,0.0,42.21,4.69,3.142,0
2019-08-21,7894900014211,0,29.0,0.0,0.523,0.0,136.01,4.69,3.142,0
2019-08-22,7894900014211,0,22.0,0.0,0.307,0.0,103.18,4.69,3.142,0
2019-08-23,7894900014211,1,27.0,0.0,0.183,0.0,107.73,3.99,3.14,0
2019-08-24,7894900014211,1,111.0,0.0,0.167,0.0,442.89,3.99,3.14,0
2019-08-25,7894900014211,0,18.0,0.0,0.12,0.0,84.42,4.69,3.14,0
2019-08-26,7894900014211,0,14.0,0.0,0.181,0.0,65.66,4.69,3.14,0
2019-08-27,7894900014211,0,14.0,0.0,0.175,0.0,65.66,4.69,3.14,0
2019-08-28,7894900014211,0,38.0,0.0,0.0,0.0,178.22,4.69,3.14,0
2019-08-29,7894900014211,0,29.0,0.0,0.0,0.0,136.01,4.69,3.142,0
2019-08-30,7894900014211,0,47.0,0.0,0.0,0.0,220.43,4.69,3.142,0
2019-08-31,7894900014211,0,80.0,0.0,0.0,0.0,375.2,4.69,3.142,0
2019-09-01,7894900014211,0,26.0,0.0,0.0,0.0,121.94,4.69,3.142,0
2019-09-02,7894900014211,0,19.0,0.0,0.0,0.0,89.11,4.69,3.142,0
2019-09-03,7894900014211,0,11.0,0.0,0.0,0.0,51.59,4.69,3.142,0
2019-09-04,7894900014211,0,16.0,0.0,0.148,0.0,75.04,4.69,3.142,0
2019-09-05,7894900014211,0,49.0,0.0,0.368,0.0,229.81,4.69,3.142,0
2019-09-06,7894900014211,0,82.0,0.0,0.211,0.0,384.58,4.69,3.142,0
2019-09-07,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,1
2019-09-08,7894900014211,0,36.0,0.0,0.224,0.0,168.84,4.69,3.142,0
2019-09-09,7894900014211,0,14.0,0.0,0.349,0.0,65.66,4.69,3.142,0
2019-09-10,7894900014211,0,25.0,0.0,0.226,0.0,117.25,4.69,3.142,0
2019-09-11,7894900014211,0,17.0,0.0,0.12,0.0,79.73,4.69,3.142,0
2019-09-12,7894900014211,0,1.0,0.0,0.0,0.0,4.69,4.69,3.142,0
2019-09-13,7894900014211,0,31.0,0.0,0.729,0.0,145.39,4.69,3.142,0
2019-09-14,7894900014211,0,75.0,0.0,0.315,0.0,351.75,4.69,3.142,0
2019-09-15,7894900014211,0,27.0,0.0,0.18,0.0,126.63,4.69,3.142,0
2019-09-16,7894900014211,0,28.0,0.0,0.201,0.0,131.32,4.69,3.142,0
2019-09-17,7894900014211,0,21.0,0.0,0.0,0.0,98.49,4.69,3.142,0
2019-09-18,7894900014211,0,17.0,0.0,0.128,0.0,79.73,4.69,3.142,0
2019-09-19,7894900014211,0,19.0,0.0,0.247,0.0,89.11,4.69,3.142,0
2019-09-20,7894900014211,0,52.0,0.0,0.696,0.0,243.88,4.69,3.142,0
2019-09-21,7894900014211,0,68.0,0.0,0.221,0.0,318.92,4.69,3.142,0
2019-09-22,7894900014211,0,18.0,0.0,0.127,0.0,84.42,4.69,3.142,0
2019-09-23,7894900014211,0,14.0,0.0,0.0,0.0,65.66,4.69,3.142,0
2019-09-24,7894900014211,0,19.0,0.0,0.135,0.0,89.11,4.69,3.142,0
2019-09-25,7894900014211,0,12.0,0.0,0.349,0.0,56.28,4.69,3.142,0
2019-09-26,7894900014211,0,18.0,0.0,0.443,0.0,84.42,4.69,3.142,0
2019-09-27,7894900014211,0,42.0,0.0,0.232,0.0,196.98,4.69,3.142,0
2019-09-28,7894900014211,0,70.0,0.0,0.312,0.0,328.3,4.69,3.142,0
2019-09-29,7894900014211,0,31.0,0.0,0.165,0.0,145.39,4.69,3.142,0
2019-09-30,7894900014211,0,23.0,0.0,0.076,0.0,107.87,4.69,3.142,0
2019-10-01,7894900014211,0,13.0,0.0,0.0,0.0,60.97,4.69,3.142,0
2019-10-02,7894900014211,0,7.0,0.0,0.0,0.0,32.83,4.69,3.142,0
2019-10-03,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,0
2019-10-04,7894900014211,0,37.0,0.0,0.737,0.0,173.53,4.69,3.142,0
2019-10-05,7894900014211,0,75.0,0.0,0.292,0.0,351.75,4.69,3.142,0
2019-10-06,7894900014211,0,21.0,0.0,0.175,0.0,98.49,4.69,3.142,0
2019-10-07,7894900014211,0,15.0,0.0,0.166,0.0,70.35,4.69,3.142,0
2019-10-08,7894900014211,0,27.0,0.0,0.0,0.0,126.63,4.69,3.142,0
2019-10-09,7894900014211,0,9.0,0.0,0.0,0.0,42.21,4.69,3.142,0
2019-10-10,7894900014211,0,8.0,0.0,0.0,0.0,37.52,4.69,3.142,0
2019-10-11,7894900014211,0,109.0,0.0,0.27,0.0,511.21,4.69,3.142,0
2019-10-12,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,1
2019-10-13,7894900014211,0,50.0,0.0,0.138,0.0,234.5,4.69,3.142,0
2019-10-14,7894900014211,0,19.0,0.0,0.524,0.0,89.11,4.69,3.142,0
2019-10-15,7894900014211,0,29.0,0.0,0.094,0.0,136.01,4.69,3.142,0
2019-10-16,7894900014211,0,50.0,0.0,0.504,0.0,234.5,4.69,3.142,0
2019-10-17,7894900014211,0,47.0,0.0,0.608,0.0,220.43,4.69,3.142,0
2019-10-18,7894900014211,0,0.0,0.0,0.0,0.0,0.0,4.69,3.142,0
2019-10-19,7894900014211,0,74.0,0.0,0.232,0.0,347.06,4.69,3.142,0
2019-10-20,7894900014211,0,31.0,0.0,0.501,0.0,145.39,4.69,3.142,0
2019-10-21,7894900014211,0,10.0,0.0,0.0,0.0,46.9,4.69,3.142,0
2019-10-22,7894900014211,0,11.0,0.0,0.221,0.0,51.59,4.69,3.142,0
2019-10-23,7894900014211,0,30.0,0.0,0.257,0.0,140.7,4.69,3.142,0
2019-10-24,7894900014211,0,14.0,0.0,0.148,0.0,65.66,4.69,3.142,0
2019-10-25,7894900014211,0,56.0,0.0,0.473,0.0,262.64,4.69,3.142,0
2019-10-26,7894900014211,0,80.0,0.0,0.228,0.0,375.2,4.69,3.142,0
2019-10-27,7894900014211,0,36.0,0.0,0.337,0.0,168.84,4.69,3.142,0
2019-10-28,7894900014211,0,19.0,0.0,0.0,0.0,89.11,4.69,3.142,0
2019-10-29,7894900014211,0,16.0,0.0,0.0,0.0,75.04,4.69,3.142,0
2019-10-30,7894900014211,0,44.0,0.0,0.186,0.0,206.36,4.69,3.142,0
2019-10-31,7894900014211,0,28.0,0.0,0.24,0.0,131.32,4.69,3.142,0
2019-11-01,7894900014211,0,56.0,0.0,0.315,0.0,262.64,4.69,3.142,0
2019-11-02,7894900014211,0,41.0,0.0,0.124,0.0,192.29,4.69,3.142,1
2019-11-03,7894900014211,0,42.0,0.0,0.294,0.0,196.98,4.69,3.142,0
2019-11-04,7894900014211,0,29.0,0.0,0.24,0.0,136.01,4.69,3.142,0
2019-11-05,7894900014211,0,19.0,0.0,0.213,0.0,89.11,4.69,3.142,0
2019-11-06,7894900014211,0,38.0,0.0,0.434,0.0,178.22,4.69,3.142,0
