Date,Barcode,OnPromotion,Quantity,ReturnedQuantity,Discount,Increase,TotalValue,UnitValue,CostValue,Holiday
2019-01-02,7896026800709,0,18.0,0.0,0.471,0.0,251.82,13.99,8.823,0
2019-01-03,7896026800709,0,12.0,0.0,0.545,0.0,167.88,13.99,8.823,0
2019-01-04,7896026800709,0,19.0,0.0,0.421,0.0,265.81,13.99,8.823,0
2019-01-05,7896026800709,0,26.0,0.0,0.554,0.0,363.74,13.99,8.823,0
2019-01-06,7896026800709,0,5.0,0.0,0.8,0.0,69.95,13.99,8.82,0
2019-01-07,7896026800709,0,17.0,0.0,1.059,0.0,233.07,13.71,8.82,0
2019-01-08,7896026800709,0,16.0,0.0,0.75,0.0,223.84,13.99,8.82,0
2019-01-09,7896026800709,0,9.0,0.0,0.667,0.0,125.91,13.99,8.82,0
2019-01-10,7896026800709,1,44.0,0.0,0.524,0.0,439.12,9.98,8.82,0
2019-01-11,7896026800709,1,70.0,0.0,0.42,0.0,698.6,9.98,8.82,0
2019-01-12,7896026800709,1,83.0,0.0,0.486,0.0,828.34,9.98,8.82,0
2019-01-13,7896026800709,1,16.0,0.0,0.429,0.0,159.68,9.98,8.82,0
2019-01-14,7896026800709,1,36.0,0.0,0.316,0.0,359.28,9.98,8.82,0
2019-01-15,7896026800709,1,36.0,0.0,0.335,0.0,359.28,9.98,8.82,0
2019-01-16,7896026800709,0,5.0,0.0,0.4,0.0,69.95,13.99,8.82,0
2019-01-17,7896026800709,0,13.0,0.0,0.167,0.0,181.87,13.99,8.82,0
2019-01-18,7896026800709,0,15.0,0.0,0.267,0.0,209.85,13.99,7.94,0
2019-01-19,7896026800709,0,17.0,0.0,0.308,0.0,220.83,12.99,7.94,0
2019-01-20,7896026800709,0,7.0,0.0,0.286,0.0,90.93,12.99,7.94,0
2019-01-21,7896026800709,0,4.0,0.0,1.5,0.0,50.92,12.73,7.94,0
2019-01-22,7896026800709,0,5.0,0.0,0.0,0.0,64.95,12.99,7.94,0
