Date,Barcode,OnPromotion,Quantity,ReturnedQuantity,Discount,Increase,TotalValue,UnitValue,CostValue,Holiday
2019-02-04,7894900015119,0,4.0,0.0,0.0,0.0,11.96,2.99,1.982,0
2019-02-05,7894900015119,0,26.0,0.0,0.502,0.0,77.74,2.99,1.982,0
2019-02-06,7894900015119,0,27.0,0.0,0.447,0.0,80.73,2.99,1.982,0
2019-02-07,7894900015119,0,19.0,0.0,0.223,0.0,56.81,2.99,1.982,0
2019-02-08,7894900015119,0,67.0,0.0,0.708,0.0,200.33,2.99,1.982,0
2019-02-09,7894900015119,0,73.0,0.0,0.269,0.0,218.27,2.99,1.982,0
2019-02-10,7894900015119,0,15.0,0.0,1.005,0.0,44.4,2.96,1.982,0
2019-02-11,7894900015119,0,5.0,0.0,0.0,0.0,14.95,2.99,1.982,0
2019-02-12,7894900015119,0,8.0,0.0,0.0,0.0,23.92,2.99,1.982,0
2019-02-13,7894900015119,0,6.0,0.0,0.0,0.0,17.94,2.99,1.982,0
2019-02-14,7894900015119,0,22.0,0.0,0.0,0.0,65.78,2.99,1.982,0
2019-02-15,7894900015119,0,22.0,0.0,0.201,0.0,65.78,2.99,1.982,0
2019-02-16,7894900015119,0,79.0,0.0,0.464,0.0,236.21,2.99,1.982,0
2019-02-17,7894900015119,0,3.0,0.0,0.0,0.0,8.97,2.99,1.982,0
2019-02-18,7894900015119,0,18.0,0.0,0.223,0.0,53.82,2.99,1.982,0
2019-02-19,7894900015119,0,27.0,0.0,0.287,0.0,80.73,2.99,1.982,0
2019-02-20,7894900015119,0,7.0,0.0,0.0,0.0,20.93,2.99,1.982,0
2019-02-21,7894900015119,0,13.0,0.0,0.402,0.0,38.87,2.99,1.982,0
2019-02-22,7894900015119,0,45.0,0.0,0.201,0.0,134.55,2.99,1.982,0
2019-02-23,7894900015119,0,70.0,0.0,0.056,0.0,209.3,2.99,1.982,0
2019-02-24,7894900015119,0,36.0,0.0,0.0,0.0,107.64,2.99,1.982,0
2019-02-25,7894900015119,0,6.0,0.0,0.0,0.0,17.94,2.99,1.982,0
2019-02-26,7894900015119,0,18.0,0.0,0.348,0.0,53.82,2.99,1.982,0
2019-02-27,7894900015119,0,24.0,0.0,0.861,0.0,71.76,2.99,1.982,0
2019-02-28,7894900015119,0,15.0,0.0,0.0,0.0,44.85,2.99,1.982,0
2019-03-01,7894900015119,0,41.0,0.0,0.335,0.0,122.59,2.99,1.982,0
2019-03-02,7894900015119,0,140.0,0.0,0.412,0.0,418.6,2.99,1.982,0
2019-03-03,7894900015119,0,20.0,0.0,0.0,0.0,59.8,2.99,1.982,0
2019-03-04,7894900015119,0,39.0,0.0,0.155,0.0,116.61,2.99,1.982,0
2019-03-05,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.982,0
2019-03-06,7894900015119,0,21.0,0.0,0.287,0.0,62.79,2.99,1.982,0
2019-03-07,7894900015119,0,21.0,0.0,0.209,0.0,62.79,2.99,1.982,0
2019-03-08,7894900015119,0,54.0,0.0,0.302,0.0,161.46,2.99,1.982,0
2019-03-09,7894900015119,0,70.0,0.0,0.464,0.0,209.3,2.99,1.982,0
2019-03-10,7894900015119,0,10.0,0.0,0.0,0.0,29.9,2.99,1.982,0
2019-03-11,7894900015119,0,7.0,0.0,0.0,0.0,20.93,2.99,1.982,0
2019-03-12,7894900015119,0,17.0,0.0,0.603,0.0,50.83,2.99,1.982,0
2019-03-13,7894900015119,0,21.0,0.0,0.287,0.0,62.79,2.99,1.982,0
2019-03-14,7894900015119,0,35.0,0.0,0.402,0.0,104.65,2.99,1.982,0
2019-03-15,7894900015119,0,16.0,0.0,0.0,0.0,47.84,2.99,1.982,0
2019-03-16,7894900015119,0,80.0,0.0,0.372,0.0,239.2,2.99,1.982,0
2019-03-17,7894900015119,0,10.0,0.0,0.0,0.0,29.9,2.99,1.982,0
2019-03-18,7894900015119,0,18.0,0.0,1.005,0.0,53.28,2.96,1.982,0
2019-03-19,7894900015119,0,19.0,0.0,0.914,0.0,56.81,2.99,1.982,0
2019-03-20,7894900015119,0,6.0,0.0,1.608,0.0,17.58,2.93,1.982,0
2019-03-21,7894900015119,0,22.0,0.0,0.502,0.0,65.78,2.99,1.982,0
2019-03-22,7894900015119,0,47.0,0.0,0.35,0.0,140.53,2.99,1.982,0
2019-03-23,7894900015119,0,72.0,0.0,0.277,0.0,215.28,2.99,1.982,0
2019-03-24,7894900015119,0,25.0,0.0,0.861,0.0,74.75,2.99,1.982,0
2019-03-25,7894900015119,0,5.0,0.0,0.67,0.0,14.95,2.99,1.982,0
2019-03-26,7894900015119,0,18.0,0.0,0.0,0.0,53.82,2.99,1.982,0
2019-03-27,7894900015119,0,22.0,0.0,0.447,0.0,65.78,2.99,1.982,0
2019-03-28,7894900015119,0,30.0,0.0,0.251,0.0,89.7,2.99,1.982,0
2019-03-29,7894900015119,0,25.0,0.0,0.126,0.0,74.75,2.99,1.982,0
2019-03-30,7894900015119,0,82.0,0.0,0.186,0.0,245.18,2.99,1.982,0
2019-03-31,7894900015119,0,38.0,0.0,0.502,0.0,113.62,2.99,1.982,0
2019-04-01,7894900015119,0,8.0,0.0,0.0,0.0,23.92,2.99,1.982,0
2019-04-02,7894900015119,0,12.0,0.0,0.287,0.0,35.88,2.99,1.982,0
2019-04-03,7894900015119,0,25.0,0.0,0.0,0.0,74.75,2.99,1.982,0
2019-04-04,7894900015119,0,27.0,0.0,0.447,0.0,80.73,2.99,1.939,0
2019-04-05,7894900015119,0,54.0,0.0,0.0,0.0,161.46,2.99,1.939,0
2019-04-06,7894900015119,0,103.0,0.0,0.279,0.0,307.97,2.99,1.939,0
2019-04-07,7894900015119,0,26.0,0.0,0.0,0.0,77.74,2.99,1.939,0
2019-04-08,7894900015119,0,1.0,0.0,0.0,0.0,2.99,2.99,1.939,0
2019-04-09,7894900015119,0,24.0,0.0,0.365,0.0,71.76,2.99,1.939,0
2019-04-10,7894900015119,0,21.0,0.0,0.0,0.0,62.79,2.99,1.939,0
2019-04-11,7894900015119,0,18.0,0.0,0.0,0.0,53.82,2.99,1.939,0
2019-04-12,7894900015119,0,26.0,0.0,0.134,0.0,77.74,2.99,1.939,0
2019-04-13,7894900015119,0,60.0,0.0,0.43,0.0,179.4,2.99,1.939,0
2019-04-14,7894900015119,0,15.0,0.0,0.574,0.0,44.85,2.99,1.939,0
2019-04-15,7894900015119,0,17.0,0.0,1.462,0.0,49.81,2.93,1.939,0
2019-04-16,7894900015119,0,33.0,0.0,0.287,0.0,98.67,2.99,1.939,0
2019-04-17,7894900015119,0,24.0,0.0,0.287,0.0,71.76,2.99,1.939,0
2019-04-18,7894900015119,0,64.0,0.0,0.241,0.0,191.36,2.99,1.939,0
2019-04-19,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-04-20,7894900015119,0,56.0,0.0,0.087,0.0,167.44,2.99,1.939,0
2019-04-21,7894900015119,0,10.0,0.0,0.0,0.0,29.9,2.99,1.939,1
2019-04-22,7894900015119,0,4.0,0.0,1.005,0.0,11.84,2.96,1.939,0
2019-04-23,7894900015119,0,6.0,0.0,0.0,0.0,17.94,2.99,1.939,0
2019-04-24,7894900015119,0,11.0,0.0,0.0,0.0,32.89,2.99,1.939,0
2019-04-25,7894900015119,0,7.0,0.0,0.0,0.0,20.93,2.99,1.939,0
2019-04-26,7894900015119,0,10.0,0.0,0.0,0.0,29.9,2.99,1.939,0
2019-04-27,7894900015119,0,50.0,0.0,0.251,0.0,149.5,2.99,1.939,0
2019-04-28,7894900015119,0,4.0,0.0,0.0,0.0,11.96,2.99,1.939,0
2019-04-29,7894900015119,0,18.0,0.0,0.201,0.0,53.82,2.99,1.939,0
2019-04-30,7894900015119,0,30.0,0.0,0.502,0.0,89.7,2.99,1.939,0
2019-05-01,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,1
2019-05-02,7894900015119,0,47.0,0.0,0.473,0.0,140.53,2.99,1.939,0
2019-05-03,7894900015119,0,75.0,0.0,0.091,0.0,224.25,2.99,1.939,0
2019-05-04,7894900015119,0,106.0,0.0,0.217,0.0,316.94,2.99,1.939,0
2019-05-05,7894900015119,0,38.0,0.0,0.861,0.0,113.62,2.99,1.939,0
2019-05-06,7894900015119,0,22.0,0.0,0.0,0.0,65.78,2.99,1.939,0
2019-05-07,7894900015119,0,23.0,0.0,0.804,0.0,68.77,2.99,1.939,0
2019-05-08,7894900015119,0,38.0,0.0,0.167,0.0,113.62,2.99,1.939,0
2019-05-09,7894900015119,0,42.0,0.0,0.155,0.0,125.58,2.99,1.939,0
2019-05-10,7894900015119,0,38.0,0.0,0.089,0.0,113.62,2.99,1.939,0
2019-05-11,7894900015119,0,46.0,0.0,0.084,0.0,137.54,2.99,1.939,0
2019-05-12,7894900015119,0,8.0,0.0,1.005,0.0,23.68,2.96,1.939,0
2019-05-13,7894900015119,0,24.0,0.0,0.155,0.0,71.76,2.99,1.939,0
2019-05-14,7894900015119,0,8.0,0.0,0.0,0.0,23.92,2.99,1.939,0
2019-05-15,7894900015119,0,27.0,0.0,0.0,0.0,80.73,2.99,1.939,0
2019-05-16,7894900015119,0,23.0,0.0,0.223,0.0,68.77,2.99,1.939,0
2019-05-17,7894900015119,0,18.0,0.0,0.0,0.0,53.82,2.99,1.939,0
2019-05-18,7894900015119,0,38.0,0.0,0.167,0.0,113.62,2.99,1.939,0
2019-05-19,7894900015119,0,4.0,0.0,0.0,0.0,11.96,2.99,1.939,0
2019-05-20,7894900015119,0,8.0,0.0,0.0,0.0,23.92,2.99,1.939,0
2019-05-21,7894900015119,0,4.0,0.0,0.0,0.0,11.96,2.99,1.939,0
2019-05-22,7894900015119,0,7.0,0.0,0.502,0.0,20.93,2.99,1.939,0
2019-05-23,7894900015119,0,19.0,0.0,0.0,0.0,56.81,2.99,1.939,0
2019-05-24,7894900015119,0,9.0,0.0,0.402,0.0,26.91,2.99,1.939,0
2019-05-25,7894900015119,0,26.0,0.0,0.355,0.0,77.74,2.99,1.939,0
2019-05-26,7894900015119,0,11.0,0.0,0.0,0.0,32.89,2.99,1.939,0
2019-05-27,7894900015119,0,9.0,0.0,0.0,0.0,26.91,2.99,1.939,0
2019-05-28,7894900015119,0,3.0,0.0,0.67,0.0,8.97,2.99,1.939,0
2019-05-29,7894900015119,0,28.0,0.0,0.0,0.0,83.72,2.99,1.939,0
2019-05-30,7894900015119,0,14.0,0.0,0.447,0.0,41.86,2.99,1.939,0
2019-05-31,7894900015119,0,27.0,0.0,0.112,0.0,80.73,2.99,1.939,0
2019-06-01,7894900015119,0,88.0,0.0,0.251,0.0,263.12,2.99,1.939,0
2019-06-02,7894900015119,0,11.0,0.0,0.0,0.0,32.89,2.99,1.939,0
2019-06-03,7894900015119,0,12.0,0.0,0.804,0.0,35.88,2.99,1.939,0
2019-06-04,7894900015119,0,30.0,0.0,0.0,0.0,89.7,2.99,1.939,0
2019-06-05,7894900015119,0,24.0,0.0,0.201,0.0,71.76,2.99,1.939,0
2019-06-06,7894900015119,0,24.0,0.0,0.268,0.0,71.76,2.99,1.939,0
2019-06-07,7894900015119,0,42.0,0.0,0.0,0.0,125.58,2.99,1.939,0
2019-06-08,7894900015119,0,48.0,0.0,0.251,0.0,143.52,2.99,1.939,0
2019-06-09,7894900015119,0,19.0,0.0,0.447,0.0,56.81,2.99,1.939,0
2019-06-10,7894900015119,0,17.0,0.0,0.0,0.0,50.83,2.99,1.939,0
2019-06-11,7894900015119,0,20.0,0.0,0.0,0.0,59.8,2.99,1.939,0
2019-06-12,7894900015119,0,21.0,0.0,0.67,0.0,62.79,2.99,1.939,0
2019-06-13,7894900015119,0,35.0,0.0,0.251,0.0,104.65,2.99,1.939,0
2019-06-14,7894900015119,0,24.0,0.0,0.0,0.0,71.76,2.99,1.939,0
2019-06-15,7894900015119,0,37.0,0.0,0.091,0.0,110.63,2.99,1.939,0
2019-06-16,7894900015119,0,10.0,0.0,0.345,0.0,29.9,2.99,1.939,0
2019-06-17,7894900015119,0,17.0,0.0,1.34,0.0,49.81,2.93,1.939,0
2019-06-18,7894900015119,0,55.0,0.0,0.0,0.0,164.45,2.99,1.939,0
2019-06-19,7894900015119,0,51.0,0.0,0.309,0.0,152.49,2.99,1.939,0
2019-06-20,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-06-21,7894900015119,0,40.0,0.0,0.274,0.0,119.6,2.99,1.939,0
2019-06-22,7894900015119,0,36.0,0.0,0.201,0.0,107.64,2.99,1.939,0
2019-06-23,7894900015119,0,11.0,0.0,0.0,0.0,32.89,2.99,1.939,0
2019-06-24,7894900015119,0,10.0,0.0,0.402,0.0,29.9,2.99,1.939,0
2019-06-25,7894900015119,0,1.0,0.0,0.0,0.0,2.99,2.99,1.939,0
2019-06-26,7894900015119,0,10.0,0.0,0.0,0.0,29.9,2.99,1.939,0
2019-06-27,7894900015119,0,17.0,0.0,0.502,0.0,50.83,2.99,1.939,0
2019-06-28,7894900015119,0,15.0,0.0,0.251,0.0,44.85,2.99,1.939,0
2019-06-29,7894900015119,0,117.0,0.0,0.32,0.0,349.83,2.99,1.939,0
2019-06-30,7894900015119,0,10.0,0.0,0.502,0.0,29.9,2.99,1.939,0
2019-07-01,7894900015119,0,6.0,0.0,0.0,0.0,17.94,2.99,1.939,0
2019-07-02,7894900015119,0,18.0,0.0,0.618,0.0,53.82,2.99,1.939,0
2019-07-03,7894900015119,0,19.0,0.0,0.287,0.0,56.81,2.99,1.939,0
2019-07-04,7894900015119,0,7.0,0.0,0.0,0.0,20.93,2.99,1.939,0
2019-07-05,7894900015119,0,58.0,0.0,0.708,0.0,173.42,2.99,1.939,0
2019-07-06,7894900015119,0,31.0,0.0,0.188,0.0,92.69,2.99,1.939,0
2019-07-07,7894900015119,0,16.0,0.0,0.0,0.0,47.84,2.99,1.939,0
2019-07-08,7894900015119,0,2.0,0.0,0.0,0.0,5.98,2.99,1.939,0
2019-07-09,7894900015119,0,11.0,0.0,0.447,0.0,32.89,2.99,1.939,0
2019-07-10,7894900015119,0,44.0,0.0,0.39,0.0,131.56,2.99,1.939,0
2019-07-11,7894900015119,0,20.0,0.0,0.0,0.0,59.8,2.99,1.939,0
2019-07-12,7894900015119,0,41.0,0.0,0.212,0.0,122.59,2.99,1.939,0
2019-07-13,7894900015119,0,57.0,0.0,0.167,0.0,170.43,2.99,1.939,0
2019-07-14,7894900015119,0,21.0,0.0,0.201,0.0,62.79,2.99,1.939,0
2019-07-15,7894900015119,0,4.0,0.0,0.0,0.0,11.96,2.99,1.939,0
2019-07-16,7894900015119,0,11.0,0.0,0.402,0.0,32.89,2.99,1.939,0
2019-07-17,7894900015119,0,25.0,0.0,0.0,0.0,74.75,2.99,1.939,0
2019-07-18,7894900015119,0,47.0,0.0,0.251,0.0,140.53,2.99,1.939,0
2019-07-19,7894900015119,0,18.0,0.0,0.155,0.0,53.82,2.99,1.939,0
2019-07-20,7894900015119,0,47.0,0.0,0.1,0.0,140.53,2.99,1.939,0
2019-07-21,7894900015119,0,30.0,0.0,1.005,0.0,88.8,2.96,1.939,0
2019-07-22,7894900015119,0,35.0,0.0,0.4,0.0,104.65,2.99,1.939,0
2019-07-23,7894900015119,0,8.0,0.0,0.502,0.0,23.92,2.99,1.939,0
2019-07-24,7894900015119,0,27.0,0.0,0.18,0.0,80.73,2.99,1.939,0
2019-07-25,7894900015119,0,51.0,0.0,0.155,0.0,152.49,2.99,1.939,0
2019-07-26,7894900015119,0,29.0,0.0,0.112,0.0,86.71,2.99,1.939,0
2019-07-27,7894900015119,0,59.0,0.0,0.264,0.0,176.41,2.99,1.939,0
2019-07-28,7894900015119,0,17.0,0.0,0.502,0.0,50.83,2.99,1.939,0
2019-07-29,7894900015119,0,2.0,0.0,0.0,0.0,5.98,2.99,1.939,0
2019-07-30,7894900015119,0,30.0,0.0,0.548,0.0,89.7,2.99,1.939,0
2019-07-31,7894900015119,0,19.0,0.0,0.502,0.0,56.81,2.99,1.939,0
2019-08-01,7894900015119,0,32.0,0.0,0.0,0.0,95.68,2.99,1.939,0
2019-08-02,7894900015119,0,45.0,0.0,0.423,0.0,134.55,2.99,1.939,0
2019-08-03,7894900015119,0,47.0,0.0,0.375,0.0,140.53,2.99,1.939,0
2019-08-04,7894900015119,0,15.0,0.0,0.402,0.0,44.85,2.99,1.939,0
2019-08-05,7894900015119,0,11.0,0.0,0.287,0.0,32.89,2.99,1.939,0
2019-08-06,7894900015119,0,25.0,0.0,1.005,0.0,74.0,2.96,1.939,0
2019-08-07,7894900015119,0,48.0,0.0,0.309,0.0,143.52,2.99,1.939,0
2019-08-08,7894900015119,0,44.0,0.0,0.548,0.0,131.56,2.99,1.939,0
2019-08-09,7894900015119,0,49.0,0.0,0.265,0.0,146.51,2.99,1.939,0
2019-08-10,7894900015119,0,106.0,0.0,0.154,0.0,316.94,2.99,1.939,0
2019-08-11,7894900015119,0,24.0,0.0,0.67,0.0,71.76,2.99,1.939,0
2019-08-12,7894900015119,0,28.0,0.0,0.502,0.0,83.72,2.99,1.939,0
2019-08-13,7894900015119,0,43.0,0.0,1.34,0.0,125.99,2.93,1.939,0
2019-08-14,7894900015119,0,35.0,0.0,0.095,0.0,104.65,2.99,1.939,0
2019-08-15,7894900015119,0,47.0,0.0,0.223,0.0,140.53,2.99,1.939,0
2019-08-16,7894900015119,0,32.0,0.0,0.223,0.0,95.68,2.99,1.939,0
2019-08-17,7894900015119,0,74.0,0.0,0.387,0.0,221.26,2.99,1.939,0
2019-08-18,7894900015119,0,23.0,0.0,1.507,0.0,67.39,2.93,1.939,0
2019-08-19,7894900015119,0,20.0,0.0,0.0,0.0,59.8,2.99,1.939,0
2019-08-20,7894900015119,0,25.0,0.0,0.201,0.0,74.75,2.99,1.939,0
2019-08-21,7894900015119,0,23.0,0.0,0.183,0.0,68.77,2.99,1.939,0
2019-08-22,7894900015119,0,7.0,0.0,0.0,0.0,20.93,2.99,1.939,0
2019-08-23,7894900015119,0,20.0,0.0,0.0,0.0,59.8,2.99,1.939,0
2019-08-24,7894900015119,0,47.0,0.0,0.479,0.0,140.53,2.99,1.939,0
2019-08-25,7894900015119,0,10.0,0.0,0.861,0.0,29.9,2.99,1.939,0
2019-08-26,7894900015119,0,36.0,0.0,0.284,0.0,107.64,2.99,1.939,0
2019-08-27,7894900015119,0,6.0,0.0,0.402,0.0,17.94,2.99,1.939,0
2019-08-28,7894900015119,0,23.0,0.0,0.251,0.0,68.77,2.99,1.939,0
2019-08-29,7894900015119,0,36.0,0.0,0.0,0.0,107.64,2.99,1.939,0
2019-08-30,7894900015119,0,30.0,0.0,0.0,0.0,89.7,2.99,1.939,0
2019-08-31,7894900015119,0,78.0,0.0,0.0,0.0,233.22,2.99,1.939,0
2019-09-01,7894900015119,0,29.0,0.0,0.0,0.0,86.71,2.99,1.939,0
2019-09-02,7894900015119,0,20.0,0.0,0.0,0.0,59.8,2.99,1.939,0
2019-09-03,7894900015119,0,45.0,0.0,0.0,0.0,134.55,2.99,1.939,0
2019-09-04,7894900015119,0,34.0,0.0,0.0,0.0,101.66,2.99,1.939,0
2019-09-05,7894900015119,0,52.0,0.0,0.846,0.0,155.48,2.99,1.939,0
2019-09-06,7894900015119,0,60.0,0.0,0.412,0.0,179.4,2.99,1.939,0
2019-09-07,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,1
2019-09-08,7894900015119,0,60.0,0.0,0.423,0.0,179.4,2.99,1.939,0
2019-09-09,7894900015119,0,21.0,0.0,0.155,0.0,62.79,2.99,1.939,0
2019-09-10,7894900015119,0,48.0,0.0,0.309,0.0,143.52,2.99,1.939,0
2019-09-11,7894900015119,0,28.0,0.0,0.126,0.0,83.72,2.99,1.939,0
2019-09-12,7894900015119,0,44.0,0.0,0.423,0.0,131.56,2.99,1.939,0
2019-09-13,7894900015119,0,59.0,0.0,0.228,0.0,176.41,2.99,1.939,0
2019-09-14,7894900015119,0,16.0,0.0,0.0,0.0,47.84,2.99,1.939,0
2019-09-15,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-09-16,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-09-17,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-09-18,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-09-19,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-09-20,7894900015119,0,70.0,0.0,0.437,0.0,209.3,2.99,1.939,0
2019-09-21,7894900015119,0,51.0,0.0,0.211,0.0,152.49,2.99,1.939,0
2019-09-22,7894900015119,0,21.0,0.0,0.335,0.0,62.79,2.99,1.939,0
2019-09-23,7894900015119,0,48.0,0.0,0.333,0.0,143.52,2.99,1.939,0
2019-09-24,7894900015119,0,23.0,0.0,0.0,0.0,68.77,2.99,1.939,0
2019-09-25,7894900015119,0,23.0,0.0,0.67,0.0,68.77,2.99,1.939,0
2019-09-26,7894900015119,0,31.0,0.0,0.0,0.0,92.69,2.99,1.939,0
2019-09-27,7894900015119,0,90.0,0.0,0.43,0.0,269.1,2.99,1.939,0
2019-09-28,7894900015119,0,103.0,0.0,0.24,0.0,307.97,2.99,1.939,0
2019-09-29,7894900015119,0,37.0,0.0,0.67,0.0,110.63,2.99,1.939,0
2019-09-30,7894900015119,0,18.0,0.0,0.67,0.0,53.82,2.99,1.939,0
2019-10-01,7894900015119,0,34.0,0.0,0.223,0.0,101.66,2.99,1.939,0
2019-10-02,7894900015119,0,31.0,0.0,0.502,0.0,92.69,2.99,1.939,0
2019-10-03,7894900015119,0,23.0,0.0,0.837,0.0,68.77,2.99,1.939,0
2019-10-04,7894900015119,0,87.0,0.0,0.584,0.0,260.13,2.99,1.939,0
2019-10-05,7894900015119,0,117.0,0.0,0.509,0.0,349.83,2.99,1.939,0
2019-10-06,7894900015119,0,13.0,0.0,0.0,0.0,38.87,2.99,1.939,0
2019-10-07,7894900015119,0,27.0,0.0,0.144,0.0,80.73,2.99,1.939,0
2019-10-08,7894900015119,0,37.0,0.0,0.574,0.0,110.63,2.99,1.939,0
2019-10-09,7894900015119,0,53.0,0.0,0.431,0.0,158.47,2.99,1.939,0
2019-10-10,7894900015119,0,43.0,0.0,0.0,0.0,128.57,2.99,1.939,0
2019-10-11,7894900015119,0,80.0,0.0,0.532,0.0,239.2,2.99,1.939,0
2019-10-12,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,1
2019-10-13,7894900015119,0,61.0,0.0,0.75,0.0,182.39,2.99,1.939,0
2019-10-14,7894900015119,0,37.0,0.0,0.914,0.0,110.63,2.99,1.939,0
2019-10-15,7894900015119,0,44.0,0.0,0.223,0.0,131.56,2.99,1.939,0
2019-10-16,7894900015119,0,22.0,0.0,0.0,0.0,65.78,2.99,1.939,0
2019-10-17,7894900015119,0,93.0,0.0,0.155,0.0,278.07,2.99,1.939,0
2019-10-18,7894900015119,0,0.0,0.0,0.0,0.0,0.0,2.99,1.939,0
2019-10-19,7894900015119,0,66.0,0.0,0.324,0.0,197.34,2.99,1.939,0
2019-10-20,7894900015119,0,61.0,0.0,0.191,0.0,182.39,2.99,1.939,0
2019-10-21,7894900015119,0,30.0,0.0,0.223,0.0,89.7,2.99,1.939,0
2019-10-22,7894900015119,0,26.0,0.0,0.0,0.0,77.74,2.99,1.939,0
2019-10-23,7894900015119,0,15.0,0.0,0.0,0.0,44.85,2.99,1.939,0
2019-10-24,7894900015119,0,63.0,0.0,0.25,0.0,188.37,2.99,1.939,0
2019-10-25,7894900015119,0,49.0,0.0,0.175,0.0,146.51,2.99,1.939,0
2019-10-26,7894900015119,0,61.0,0.0,0.335,0.0,182.39,2.99,1.939,0
2019-10-27,7894900015119,0,27.0,0.0,0.715,0.0,80.73,2.99,1.939,0
2019-10-28,7894900015119,0,49.0,0.0,0.144,0.0,146.51,2.99,1.939,0
2019-10-29,7894900015119,0,44.0,0.0,0.402,0.0,131.56,2.99,1.939,0
2019-10-30,7894900015119,0,35.0,0.0,0.0,0.0,104.65,2.99,1.939,0
2019-10-31,7894900015119,0,27.0,0.0,0.0,0.0,80.73,2.99,1.939,0
2019-11-01,7894900015119,0,116.0,0.0,0.302,0.0,346.84,2.99,1.939,0
2019-11-02,7894900015119,0,39.0,0.0,0.188,0.0,116.61,2.99,1.939,1
2019-11-03,7894900015119,0,28.0,0.0,0.447,0.0,83.72,2.99,1.939,0
2019-11-04,7894900015119,0,63.0,0.0,1.095,0.0,184.59,2.93,1.939,0
2019-11-05,7894900015119,0,5.0,0.0,0.0,0.0,14.95,2.99,1.939,0
